Timestamp,Phase,Semi-finished,Series,Figure,Finished,Model,StampID,ItemID
1/27/2020 22:03,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000004014         ,673107
1/28/2020 10:19,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008226         ,800610
1/28/2020 10:19,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008227         ,800611
1/28/2020 10:19,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008231         ,800612
1/28/2020 10:19,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008230         ,800613
1/28/2020 10:19,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008233         ,800614
1/28/2020 10:19,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008232         ,800615
1/29/2020 10:18,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008232         ,769194
1/29/2020 10:22,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008233         ,769193
1/29/2020 10:23,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008230         ,768763
1/29/2020 10:26,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008233         ,768764
1/29/2020 10:45,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008226         ,797085
1/29/2020 10:45,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008227         ,797084
1/29/2020 10:45,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008231         ,797083
1/29/2020 10:45,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008230         ,797082
1/29/2020 10:45,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008233         ,797081
1/29/2020 10:45,Casting,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008232         ,797080
1/29/2020 11:40,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008231         ,769191
1/29/2020 11:40,Testing,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008230         ,769192
1/29/2020 12:28,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008231         ,769191
1/29/2020 12:28,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008230         ,769192
1/30/2020 4:17,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008233         ,768764
1/30/2020 4:17,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008230         ,768763
1/30/2020 4:17,Baking,SE3331246           ,333,1246,1BI5500             ,BI55                ,ST000008233         ,769193
